Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:27:12 PM,220,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0,0,0,0,4545.454545454545,9090.90909090909,220.0,0.0,220.0,220.0,220.0,220.0,0.0,220.0,220.0,0,0,0,0,0,0,0,0,0,52,0,9090.90909090909,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,0,0,0,0,0,0,0,0,normal
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:29:12 PM,204,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0,0,0,0,4901.9607843137255,9803.921568627451,204.0,0.0,204.0,204.0,204.0,204.0,0.0,204.0,204.0,0,0,0,0,0,0,0,0,0,52,0,9803.921568627451,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,0,0,0,0,0,0,0,0,normal
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:31:12 PM,389,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0,0,0,0,2570.694087403599,5141.388174807198,389.0,0.0,389.0,389.0,389.0,389.0,0.0,389.0,389.0,0,0,0,0,0,0,0,0,0,52,0,5141.388174807198,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,0,0,0,0,0,0,0,0,normal
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:33:12 PM,234,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0,0,0,0,4273.504273504273,8547.008547008547,234.0,0.0,234.0,234.0,234.0,234.0,0.0,234.0,234.0,0,0,0,0,0,0,0,0,0,52,0,8547.008547008547,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,0,0,0,0,0,0,0,0,normal
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:35:12 PM,119996866,3,1,1.0,1.0,1.0,0.0,0.33333333333333337,0.5773502691896257,1.0,1.0,1.0,0.0,0.016667101955812745,0.03333420391162549,3.999895533333333E7,6.927978294611569E7,1.19996358E8,218.0,1.19996866E8,5.9998433E7,8.485028937117687E7,1.19996648E8,218.0,0,0,0,0,0,0,0,0,0,84,20,0.02500065293371912,0.008333550977906373,0.0,1.0,0.6,0.5477225575051661,0.29999999999999993,0,0,0,0,4,0,0,0,0.0,0.75,0.3333333333333333,1.0,0,0,0,0,0,0,3,1,1,1,253,253,0,20,218.0,0.0,218.0,218.0,1.19996358E8,0.0,1.19996358E8,1.19996358E8,normal
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:39:12 PM,292,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0,0,0,0,3424.6575342465753,6849.315068493151,292.0,0.0,292.0,292.0,292.0,292.0,0.0,292.0,292.0,0,0,0,0,0,0,0,0,0,52,0,6849.315068493151,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,0,0,0,0,0,0,0,0,normal
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:41:12 PM,247,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0,0,0,0,4048.582995951417,8097.165991902834,247.0,0.0,247.0,247.0,247.0,247.0,0.0,247.0,247.0,0,0,0,0,0,0,0,0,0,52,0,8097.165991902834,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,0,0,0,0,0,0,0,0,normal
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:43:12 PM,281,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0,0,0,0,3558.7188612099644,7117.437722419929,281.0,0.0,281.0,281.0,281.0,281.0,0.0,281.0,281.0,0,0,0,0,0,0,0,0,0,52,0,7117.437722419929,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,0,0,0,0,0,0,0,0,normal
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:45:12 PM,217,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0,0,0,0,4608.294930875576,9216.589861751152,217.0,0.0,217.0,217.0,217.0,217.0,0.0,217.0,217.0,0,0,0,0,0,0,0,0,0,52,0,9216.589861751152,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,0,0,0,0,0,0,0,0,normal
192.168.10.101-192.168.10.100-49155-445-6,192.168.10.101,49155,192.168.10.100,445,6,26/07/2022 07:47:12 PM,240,2,0,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0,0,0,0,4166.666666666667,8333.333333333334,240.0,0.0,240.0,240.0,240.0,240.0,0.0,240.0,240.0,0,0,0,0,0,0,0,0,0,52,0,8333.333333333334,0.0,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,253,0,0,20,0,0,0,0,0,0,0,0,normal
